customerID,ChurnProb,Predict_15pct,Predict_20pct,Churn,Contract,InternetService,tenure_bin,ClusterID
2207-NHRJK,0.5696866686703436,0,1,1,Month-to-month,DSL,0-1y,3
4686-UXDML,0.5689506606264887,0,1,0,Month-to-month,Fiber optic,1-2y,0
3318-OSATS,0.5688583648634449,0,1,1,Month-to-month,Fiber optic,2-3y,0
6032-IGALN,0.5685844275131964,0,1,1,Month-to-month,DSL,0-1y,3
9136-ALYBR,0.5685844275131964,0,1,1,Month-to-month,DSL,0-1y,3
4367-NHWMM,0.5685844275131964,0,1,0,Month-to-month,DSL,0-1y,3
7537-RBWEA,0.5685844275131964,0,1,0,Month-to-month,DSL,0-1y,3
4854-CIDCF,0.5681770978422961,0,1,0,Month-to-month,Fiber optic,0-1y,0
1771-OADNZ,0.5679734618344879,0,1,1,Month-to-month,Fiber optic,2-3y,2
8417-FMLZI,0.5678223510007099,0,1,1,Month-to-month,Fiber optic,0-1y,0
5028-GZLDO,0.5676730589170556,0,1,1,Month-to-month,Fiber optic,0-1y,3
8637-XJIVR,0.5676347192063343,0,1,1,Month-to-month,Fiber optic,0-1y,3
5442-BHQNG,0.5674504215530389,0,1,0,Month-to-month,Fiber optic,0-1y,3
9763-PDTKK,0.5671892006549271,0,1,1,Month-to-month,Fiber optic,0-1y,0
0388-EOPEX,0.5671150097154903,0,1,1,Month-to-month,Fiber optic,0-1y,0
5590-BYNII,0.5670298724161389,0,1,1,Month-to-month,Fiber optic,1-2y,0
2232-DMLXU,0.5669432978643801,0,1,1,Month-to-month,DSL,0-1y,1
7538-GWHML,0.5667550087956136,0,1,1,Month-to-month,Fiber optic,0-1y,3
5143-EGQFK,0.5664480885504939,0,1,1,Month-to-month,DSL,0-1y,3
2079-FBMZK,0.5663884191917697,0,1,1,Month-to-month,Fiber optic,0-1y,3
3588-WSTTJ,0.5663459892772832,0,1,0,Month-to-month,Fiber optic,2-3y,2
4727-MCYZG,0.5661996730488779,0,1,0,Month-to-month,DSL,0-1y,3
0023-XUOPT,0.5661478711032617,0,1,1,Month-to-month,Fiber optic,1-2y,2
7587-RZNME,0.5661208012798353,0,1,1,Month-to-month,DSL,0-1y,3
2311-QYMUQ,0.5659667463686253,0,1,1,Month-to-month,Fiber optic,1-2y,2
4184-TJFAN,0.5659115282898101,0,1,1,Month-to-month,Fiber optic,0-1y,0
0963-ZBDRN,0.5656125107966731,0,1,1,Month-to-month,Fiber optic,2-3y,0
3644-QXEHN,0.565380830449455,0,1,0,Month-to-month,Fiber optic,1-2y,0
6100-QQHEB,0.5653286540911454,0,1,1,Month-to-month,Fiber optic,1-2y,0
5701-YVSVF,0.5652303081806267,0,1,0,Month-to-month,Fiber optic,0-1y,1
8035-PWSEV,0.56512712716595,0,1,0,Month-to-month,Fiber optic,0-1y,0
4423-YLHDV,0.5649909940609456,0,1,1,Month-to-month,Fiber optic,1-2y,2
9658-WYUFB,0.5648994636193175,0,1,1,Month-to-month,Fiber optic,1-2y,3
6595-YGXIT,0.5647782097636432,0,1,1,Month-to-month,Fiber optic,2-3y,0
7881-EVUAD,0.564633000526726,0,1,1,Month-to-month,DSL,0-1y,0
3990-QYKBE,0.5641563899166268,0,1,1,Month-to-month,Fiber optic,3-4y,2
2189-WWOEW,0.5641030675771382,0,1,1,Month-to-month,Fiber optic,1-2y,1
3716-UVSPD,0.563845847377724,0,1,0,Month-to-month,DSL,0-1y,3
9732-KPKBW,0.5634477754193647,0,1,1,Month-to-month,DSL,0-1y,3
9172-JITSM,0.5631325165822758,0,1,1,Month-to-month,Fiber optic,2-3y,2
7470-MCQTK,0.5631268265658951,0,1,1,Month-to-month,DSL,1-2y,1
0947-IDHRQ,0.5630241135505805,0,1,1,Month-to-month,Fiber optic,0-1y,0
5027-QPKTE,0.5623575766751827,0,1,1,Month-to-month,Fiber optic,0-1y,0
9490-DFPMD,0.5623441875174624,0,1,1,Month-to-month,Fiber optic,3-4y,3
1522-VVDMG,0.5619594376348241,0,1,1,Month-to-month,Fiber optic,0-1y,0
3951-NJCVI,0.5617230424573729,0,1,0,Month-to-month,Fiber optic,3-4y,2
0958-YHXGP,0.5614076302113099,0,1,0,Month-to-month,Fiber optic,0-1y,3
8676-TRMJS,0.5613607303606796,0,1,1,Month-to-month,Fiber optic,0-1y,0
3254-YRILK,0.5613335388179219,0,1,1,Month-to-month,Fiber optic,1-2y,0
8861-HGGKB,0.561130912478205,0,1,1,Month-to-month,Fiber optic,0-1y,0
2371-JQHZZ,0.5603135937834961,0,1,0,Month-to-month,Fiber optic,1-2y,2
8017-LXHFA,0.5601501913789073,0,1,1,Month-to-month,Fiber optic,1-2y,0
8541-QVFKM,0.5599290219968138,0,1,0,Month-to-month,Fiber optic,0-1y,0
1142-WACZW,0.5597351140220157,0,1,1,Month-to-month,DSL,0-1y,0
6319-IEJWJ,0.559597005822826,0,1,1,Month-to-month,Fiber optic,1-2y,2
8276-MQBYC,0.5594555067374742,0,1,1,Month-to-month,Fiber optic,4-5y,2
7892-POOKP,0.5594110014567055,0,1,1,Month-to-month,Fiber optic,2-3y,2
4813-HQMGZ,0.5593428160674809,0,1,0,Month-to-month,Fiber optic,0-1y,0
7402-EYFXX,0.5592763541230348,0,1,0,Month-to-month,Fiber optic,2-3y,3
7912-SYRQT,0.5592282217941722,0,1,1,Month-to-month,Fiber optic,0-1y,0
9250-WYPLL,0.5590208538564461,0,1,1,Month-to-month,Fiber optic,0-1y,0
5366-IJEQJ,0.5585893262800999,0,1,1,Month-to-month,Fiber optic,1-2y,3
4763-PGDPO,0.5584813209544617,0,1,1,Month-to-month,Fiber optic,0-1y,3
4283-FUTGF,0.5582707692415345,0,1,1,Month-to-month,Fiber optic,1-2y,3
9661-ACXBS,0.5576939433479201,0,1,1,Month-to-month,Fiber optic,3-4y,2
9191-MYQKX,0.5576696626154832,0,1,1,Month-to-month,Fiber optic,0-1y,0
5129-JLPIS,0.5576195206800068,0,1,0,Month-to-month,Fiber optic,2-3y,2
0529-ONKER,0.5573325762550791,0,1,1,Month-to-month,Fiber optic,1-2y,3
3866-MDTUB,0.5572584371203246,0,1,1,Month-to-month,DSL,0-1y,0
9355-NPPFS,0.5569199393574253,0,1,0,Month-to-month,Fiber optic,2-3y,3
0434-CSFON,0.5564770346686982,0,1,0,Month-to-month,Fiber optic,3-4y,2
1251-STYSZ,0.5561571916257655,0,1,0,Month-to-month,Fiber optic,0-1y,0
1660-HSOOQ,0.55602846112869,0,1,1,Month-to-month,DSL,0-1y,3
1092-GANHU,0.5559201023876577,0,1,1,Month-to-month,Fiber optic,1-2y,3
7206-PQBBZ,0.5553409163551793,0,1,0,Month-to-month,Fiber optic,0-1y,0
2344-JMOGN,0.5547997573982603,0,1,1,Month-to-month,Fiber optic,0-1y,0
8818-DOPVL,0.5545331829162709,0,1,0,Month-to-month,Fiber optic,3-4y,2
7480-QNVZJ,0.5543845505044334,0,1,1,Month-to-month,Fiber optic,4-5y,2
2800-VEQXM,0.5542463664423598,0,1,0,Month-to-month,Fiber optic,0-1y,0
9208-OLGAQ,0.5538247270045726,0,1,0,Month-to-month,Fiber optic,1-2y,0
1624-WOIWJ,0.5537714709416268,0,1,1,Month-to-month,Fiber optic,0-1y,3
7831-QGOXH,0.5535895602565906,0,1,1,Month-to-month,Fiber optic,1-2y,3
3235-ETOOB,0.5535170458648705,0,1,1,Month-to-month,Fiber optic,0-1y,1
4690-PKDQG,0.5534803276610809,0,1,0,Month-to-month,Fiber optic,3-4y,2
5339-PXDVH,0.5534748123019586,0,1,0,Month-to-month,Fiber optic,0-1y,3
3453-RTHJQ,0.5531119331671266,0,1,0,Month-to-month,Fiber optic,0-1y,3
0315-LVCRK,0.5530690665285051,0,1,0,Month-to-month,Fiber optic,0-1y,0
2606-RMDHZ,0.5527692817302537,0,1,1,Month-to-month,DSL,0-1y,3
6166-ILMNY,0.5522929408709731,0,1,1,Month-to-month,Fiber optic,0-1y,3
4373-MAVJG,0.5517412869021011,0,1,1,Month-to-month,Fiber optic,1-2y,1
2103-ZRXFN,0.5516234240717159,0,1,0,Month-to-month,DSL,0-1y,3
3946-MHCZW,0.5516234240717159,0,1,1,Month-to-month,DSL,0-1y,3
0925-VYDLG,0.5508489681680674,0,1,1,Month-to-month,Fiber optic,0-1y,0
6331-EWIEB,0.549604778064299,0,1,1,Month-to-month,Fiber optic,1-2y,3
0115-TFERT,0.549542530176974,0,1,1,Month-to-month,Fiber optic,1-2y,2
6778-YSNIH,0.5495394746546274,0,1,0,Month-to-month,DSL,0-1y,3
3223-DWFIO,0.549398429215113,0,1,0,Month-to-month,Fiber optic,0-1y,3
3329-WDIOK,0.5492799694541178,0,1,1,Month-to-month,DSL,0-1y,3
4636-QRJKY,0.5492438136451036,0,1,1,Month-to-month,Fiber optic,0-1y,0
9606-PBKBQ,0.5491981409513974,0,1,1,Month-to-month,Fiber optic,2-3y,1
6650-VJONK,0.5485257613094028,0,1,0,Month-to-month,DSL,0-1y,3
3050-GBUSH,0.5479567104694302,0,1,0,Month-to-month,DSL,0-1y,3
3070-DVEYC,0.5478485241156991,0,1,1,Month-to-month,Fiber optic,0-1y,0
5760-FXFVO,0.5477952701729356,0,1,0,Month-to-month,Fiber optic,0-1y,0
8224-DWCKX,0.5477816902773026,0,1,0,Month-to-month,Fiber optic,0-1y,0
8621-MNIHH,0.546993875876819,0,1,1,Month-to-month,Fiber optic,2-3y,2
0947-MUGVO,0.5468411307320789,0,1,1,Month-to-month,Fiber optic,1-2y,1
6413-XKKPU,0.5464933968113165,0,1,1,Month-to-month,Fiber optic,1-2y,2
8456-QDAVC,0.5461896907647403,0,1,0,Month-to-month,Fiber optic,1-2y,3
3365-SAIGS,0.5461384923579519,0,1,0,Month-to-month,Fiber optic,1-2y,0
8739-WWKDU,0.5459653036337014,0,1,1,Month-to-month,Fiber optic,2-3y,3
3884-HCSWG,0.5459469526155214,0,1,1,Month-to-month,Fiber optic,1-2y,3
2362-IBOOY,0.5455238126546929,0,1,1,Month-to-month,Fiber optic,2-3y,3
5117-IFGPS,0.5453895937831185,0,1,0,Month-to-month,Fiber optic,2-3y,1
4741-WWJQZ,0.5452473909810038,0,1,0,Month-to-month,Fiber optic,0-1y,0
3545-CNWRG,0.5451701866116783,0,1,0,Month-to-month,Fiber optic,4-5y,2
8290-YWKHZ,0.544979683679018,0,1,1,Month-to-month,Fiber optic,2-3y,2
6005-OBZPH,0.5448158496406765,0,1,1,Month-to-month,Fiber optic,2-3y,3
6651-AZVTJ,0.5441957097746827,0,1,1,Month-to-month,Fiber optic,4-5y,2
9093-FPDLG,0.5438468752545079,0,1,0,Month-to-month,Fiber optic,0-1y,0
8922-LIEGH,0.5438199925436119,0,1,1,Month-to-month,Fiber optic,2-3y,3
6646-VRFOL,0.5434058051426924,0,1,1,Month-to-month,Fiber optic,4-5y,2
1262-OPMFY,0.5429773592618178,0,1,1,Month-to-month,Fiber optic,0-1y,1
7354-OIJLX,0.542169021866472,0,1,0,Month-to-month,Fiber optic,0-1y,0
2482-CZGBB,0.5417558101112667,0,1,1,Month-to-month,Fiber optic,0-1y,0
7240-ETPTR,0.5412278367122825,0,1,1,Month-to-month,DSL,0-1y,1
2575-GFSOE,0.5402264432140348,0,1,1,Month-to-month,Fiber optic,0-1y,1
6551-GNYDG,0.5401137422365405,0,1,0,Month-to-month,Fiber optic,1-2y,1
4301-VVZKA,0.5400677280650297,0,1,0,Month-to-month,Fiber optic,1-2y,1
7851-FLGGQ,0.54001266790996,0,1,1,Month-to-month,DSL,0-1y,3
8270-RKSAP,0.5397931635323013,0,1,0,Month-to-month,Fiber optic,0-1y,0
0265-EDXBD,0.5392420618906248,0,1,1,Month-to-month,Fiber optic,2-3y,1
9912-GVSEQ,0.5391796213787888,0,1,1,Month-to-month,Fiber optic,2-3y,2
4817-QRJSX,0.5391543347619986,0,1,1,Month-to-month,Fiber optic,0-1y,3
6519-CFDBX,0.5391035915535333,0,1,0,Month-to-month,DSL,0-1y,3
0940-OUQEC,0.5390444106666817,0,1,1,Month-to-month,Fiber optic,0-1y,3
6330-JKLPC,0.5390444106666817,0,1,1,Month-to-month,Fiber optic,0-1y,1
0439-IFYUN,0.5390201642315199,0,1,0,Month-to-month,Fiber optic,1-2y,3
0576-WNXXC,0.538913471586374,0,1,1,Month-to-month,Fiber optic,2-3y,2
9540-JYROE,0.538794922780106,0,1,1,Month-to-month,Fiber optic,0-1y,3
2528-HFYZX,0.5386988175594316,0,1,1,Month-to-month,Fiber optic,1-2y,1
8708-XPXHZ,0.5386630325096574,0,1,1,Month-to-month,Fiber optic,3-4y,0
4902-OHLSK,0.5384467099860464,0,1,1,Month-to-month,Fiber optic,2-3y,2
9214-EKVXR,0.5383817616743989,0,1,0,Month-to-month,DSL,0-1y,3
2057-ZBLPD,0.5381469303991655,0,1,1,Month-to-month,Fiber optic,1-2y,1
9121-PHQSR,0.5379533004217417,0,1,0,Month-to-month,Fiber optic,1-2y,1
6317-YPKDH,0.5378106078233098,0,1,1,Month-to-month,DSL,0-1y,3
5600-KTXFM,0.5375125818669859,0,1,0,Month-to-month,Fiber optic,0-1y,1
7729-JTEEC,0.5361015540254216,0,1,0,Month-to-month,DSL,0-1y,1
5630-IXDXV,0.5359515120253061,0,1,0,Month-to-month,Fiber optic,3-4y,2
6352-TWCAU,0.5358926625384811,0,1,1,Month-to-month,Fiber optic,2-3y,3
3334-CTHOL,0.5358756215371148,0,1,1,Month-to-month,DSL,0-1y,3
1104-TNLZA,0.535781335321775,0,1,0,Month-to-month,Fiber optic,2-3y,2
1730-ZMAME,0.5357241709031902,0,1,0,Month-to-month,Fiber optic,2-3y,0
5976-JCJRH,0.5353692636987997,0,1,1,Month-to-month,Fiber optic,0-1y,1
2853-CWQFQ,0.5350110757056926,0,1,0,Month-to-month,DSL,0-1y,1
5649-RXQTV,0.5343486997471767,0,1,0,Month-to-month,Fiber optic,4-5y,2
4547-KQRTM,0.5337914284092657,0,1,1,Month-to-month,Fiber optic,0-1y,3
1536-HBSWP,0.5335966467997042,0,1,0,Month-to-month,DSL,0-1y,3
6178-KFNHS,0.5334700699025483,0,1,1,Month-to-month,Fiber optic,0-1y,1
4919-IKATY,0.5330824763123386,0,1,1,Month-to-month,Fiber optic,0-1y,0
6400-BWQKW,0.5329719765404917,0,1,1,Month-to-month,Fiber optic,0-1y,0
7054-LGEQW,0.5325757588048389,0,1,1,Month-to-month,DSL,0-1y,3
2833-SLKDQ,0.5325757588048389,0,1,1,Month-to-month,DSL,0-1y,3
7754-IXRMC,0.5325757588048389,0,1,0,Month-to-month,DSL,0-1y,3
9244-ZVAPM,0.5325757588048389,0,1,0,Month-to-month,DSL,0-1y,3
7252-NTGSS,0.5325757588048389,0,1,0,Month-to-month,DSL,0-1y,3
7593-XFKDI,0.5325757588048389,0,1,1,Month-to-month,DSL,0-1y,3
6582-OIVSP,0.5325757588048389,0,1,0,Month-to-month,DSL,0-1y,3
3096-IZETN,0.5323458890483288,0,1,1,Month-to-month,Fiber optic,0-1y,3
2080-GKCWQ,0.5315110922022676,0,1,0,Month-to-month,Fiber optic,0-1y,3
3352-ALMCK,0.5314300171855555,0,1,0,Month-to-month,Fiber optic,3-4y,2
6715-OFDBP,0.531132013901641,0,1,1,Month-to-month,DSL,0-1y,3
3336-JORSO,0.5309251303750651,0,1,1,Month-to-month,Fiber optic,2-3y,2
5449-FIBXJ,0.530807793174054,0,1,1,Month-to-month,Fiber optic,1-2y,2
5899-OUVKV,0.5308038363156445,0,1,0,Month-to-month,Fiber optic,2-3y,2
6304-IJFSQ,0.5307731417961232,0,1,1,Month-to-month,DSL,0-1y,0
5692-ICXLW,0.5304439275220655,0,1,0,Month-to-month,Fiber optic,2-3y,3
8012-SOUDQ,0.5304439275220655,0,1,0,Month-to-month,Fiber optic,3-4y,3
5103-MHMHY,0.5303582779159827,0,1,1,Month-to-month,DSL,0-1y,1
6145-NNPNO,0.5302941979607757,0,1,0,Month-to-month,DSL,0-1y,3
3669-OYSJI,0.5302251468327505,0,1,1,Month-to-month,DSL,0-1y,3
4910-AQFFX,0.5302073642380457,0,1,1,Month-to-month,Fiber optic,0-1y,0
0946-CLJTI,0.5299420639329523,0,1,1,Month-to-month,Fiber optic,4-5y,2
8696-JKZNU,0.5298978915472445,0,1,1,Month-to-month,Fiber optic,3-4y,3
3346-BRMIS,0.5296718979922352,0,1,1,Month-to-month,DSL,1-2y,1
5167-GBFRE,0.5296198096354893,0,1,1,Month-to-month,DSL,0-1y,3
4391-RESHN,0.5295718802695514,0,1,1,Month-to-month,Fiber optic,1-2y,0
6656-JWRQX,0.5288705827112619,0,1,0,Month-to-month,DSL,0-1y,3
8631-WUXGY,0.5287945727543837,0,1,0,Month-to-month,Fiber optic,3-4y,2
7048-GXDAY,0.5287240596201136,0,1,0,Month-to-month,Fiber optic,3-4y,2
4248-QPAVC,0.5287163302679078,0,1,1,Month-to-month,Fiber optic,1-2y,1
6834-NXDCA,0.5285500383579299,0,1,1,Month-to-month,DSL,1-2y,3
8648-PFRMP,0.5285370708843296,0,1,0,Month-to-month,DSL,1-2y,3
7056-IMHCC,0.5284965664744539,0,1,1,Month-to-month,Fiber optic,4-5y,2
4853-OITSN,0.5283861058959013,0,1,0,Month-to-month,Fiber optic,0-1y,0
1989-PRJHP,0.5283379506663347,0,1,1,Month-to-month,Fiber optic,2-3y,0
5628-FCGYG,0.5282642913211331,0,1,0,Month-to-month,Fiber optic,1-2y,3
4816-LXZYW,0.5282591612500319,0,1,1,Month-to-month,Fiber optic,1-2y,0
7562-GSUHK,0.5279875831992278,0,1,1,Month-to-month,Fiber optic,1-2y,0
9398-MMQTO,0.5277871709753458,0,1,0,Month-to-month,Fiber optic,0-1y,3
3489-HHPFY,0.527459237578702,0,1,0,Month-to-month,Fiber optic,0-1y,0
6518-LGAOV,0.5273913906910103,0,1,1,Month-to-month,Fiber optic,3-4y,2
3904-UKFRE,0.527232998191775,0,1,0,Month-to-month,Fiber optic,0-1y,0
5908-QMGOE,0.5272222930185253,0,1,1,Month-to-month,Fiber optic,1-2y,3
2656-FMOKZ,0.5272222930185253,0,1,1,Month-to-month,Fiber optic,1-2y,3
5108-ADXWO,0.526955182824077,0,1,1,Month-to-month,Fiber optic,0-1y,3
2962-XPMCQ,0.5263350581782317,0,1,1,Month-to-month,DSL,0-1y,3
5652-MSDEY,0.5262897689690843,0,1,0,Month-to-month,Fiber optic,0-1y,3
5947-SGKCL,0.5257412593684634,0,1,0,Month-to-month,Fiber optic,1-2y,2
9436-ZBZCT,0.5257364575231112,0,1,1,Month-to-month,Fiber optic,1-2y,0
4749-VFKVB,0.5256931636798163,0,1,1,Month-to-month,DSL,0-1y,3
7615-ESMYF,0.5256324822902917,0,1,1,Month-to-month,DSL,0-1y,0
1212-GLHMD,0.5255948950412125,0,1,0,Month-to-month,Fiber optic,0-1y,0
7018-WBJNK,0.5254801373250696,0,1,0,Month-to-month,Fiber optic,1-2y,1
3097-NNSPB,0.5249131535393423,0,1,1,Month-to-month,DSL,0-1y,3
6467-CHFZW,0.5247118202135488,0,1,1,Month-to-month,Fiber optic,3-4y,2
5609-CEBID,0.5244714503081227,0,1,1,Month-to-month,Fiber optic,1-2y,0
9638-JIQYA,0.524433184822613,0,1,0,Month-to-month,DSL,0-1y,3
9432-VOFYX,0.5244096638307615,0,1,0,Month-to-month,Fiber optic,1-2y,3
0988-JRWWP,0.5243001448436284,0,1,0,Month-to-month,DSL,0-1y,0
4658-HCOHW,0.5242941570136815,0,1,1,Month-to-month,Fiber optic,1-2y,2
9190-MFJLN,0.5242489735285883,0,1,1,Month-to-month,Fiber optic,1-2y,0
4291-SHSBH,0.5242404070723532,0,1,0,Month-to-month,Fiber optic,0-1y,0
0320-JDNQG,0.5235120496069781,0,1,1,Month-to-month,Fiber optic,1-2y,2
7442-YGZFK,0.5233389178630713,0,1,0,Month-to-month,DSL,0-1y,3
0620-DLSLK,0.5231096110123995,0,1,0,Month-to-month,Fiber optic,1-2y,3
7511-YMXVQ,0.522840297729409,0,1,1,Month-to-month,DSL,0-1y,3
1028-FFNJK,0.522710616433745,0,1,0,Month-to-month,Fiber optic,2-3y,2
8949-JTMAY,0.5226630018903773,0,1,1,Month-to-month,Fiber optic,2-3y,0
5934-RMPOV,0.5226151572843268,0,1,0,Month-to-month,Fiber optic,1-2y,1
3799-ISUZQ,0.5223283346050124,0,1,1,Month-to-month,Fiber optic,0-1y,0
3211-AAPKX,0.5222950699894949,0,1,0,Month-to-month,Fiber optic,1-2y,0
6583-KQJLK,0.5221066207419627,0,1,0,Month-to-month,Fiber optic,1-2y,0
4803-AXVYP,0.5219096700767895,0,1,1,Month-to-month,Fiber optic,3-4y,2
1902-XBTFB,0.5218097584252509,0,1,1,Month-to-month,Fiber optic,1-2y,2
8784-CGILN,0.5217871167229495,0,1,1,Month-to-month,Fiber optic,1-2y,3
8429-XIBUM,0.5216915487377544,0,1,1,Month-to-month,Fiber optic,1-2y,0
0168-XZKBB,0.521667410026191,0,1,0,Month-to-month,Fiber optic,1-2y,0
4077-CROMM,0.521526620958312,0,1,1,Month-to-month,Fiber optic,2-3y,2
4797-AXPXK,0.5214302194484475,0,1,1,Month-to-month,DSL,0-1y,1
1589-AGTLK,0.5209681537302707,0,1,1,Month-to-month,DSL,0-1y,3
2800-QQUSO,0.5208625397322341,0,1,0,Month-to-month,Fiber optic,3-4y,2
6032-KRXXO,0.5206457807259753,0,1,1,Month-to-month,Fiber optic,2-3y,3
7952-OBOYL,0.520595802579529,0,1,0,Month-to-month,Fiber optic,0-1y,0
0107-WESLM,0.5205062373936448,0,1,1,Month-to-month,No,0-1y,3
7460-ITWWP,0.5201641472695144,0,1,0,Month-to-month,Fiber optic,3-4y,2
2672-OJQZP,0.5200989495305791,0,1,0,Month-to-month,DSL,0-1y,3
4146-SVFUD,0.5200989495305791,0,1,0,Month-to-month,DSL,0-1y,3
0415-MOSGF,0.5200989495305791,0,1,1,Month-to-month,DSL,0-1y,3
6982-SSHFK,0.5200989495305791,0,1,1,Month-to-month,DSL,0-1y,3
5858-EAFCZ,0.5200989495305791,0,1,0,Month-to-month,DSL,0-1y,3
0133-BMFZO,0.5198034877300342,0,1,1,Month-to-month,Fiber optic,0-1y,0
4183-MYFRB,0.5196653728915855,0,1,0,Month-to-month,Fiber optic,1-2y,3
9474-PHLYD,0.5194960856781001,0,1,1,Month-to-month,DSL,1-2y,3
4612-THJBS,0.5194755022133851,0,1,1,One year,Fiber optic,4-5y,0
7603-USHJS,0.5188314766241233,0,1,1,Month-to-month,Fiber optic,0-1y,1
6212-ATMLK,0.5188089109553465,0,1,0,Month-to-month,Fiber optic,4-5y,2
0674-DGMAQ,0.5186968522607286,0,1,0,Month-to-month,Fiber optic,2-3y,2
4647-MUZON,0.5185497539307921,0,1,0,Month-to-month,Fiber optic,1-2y,2
5968-VXZLG,0.5185490847920553,0,1,0,Month-to-month,DSL,0-1y,3
4412-YLTKF,0.5185350732880888,0,0,1,Month-to-month,Fiber optic,2-3y,3
4846-WHAFZ,0.5185350732880888,0,1,1,Month-to-month,Fiber optic,3-4y,1
4062-HBMOS,0.5183355299337016,0,0,0,Month-to-month,Fiber optic,4-5y,2
6198-RTPMF,0.5183090473125339,0,0,0,Month-to-month,Fiber optic,1-2y,2
9448-REEVD,0.5177424094427187,0,0,1,Month-to-month,DSL,0-1y,1
6856-RAURS,0.5177007603973337,0,0,0,Month-to-month,Fiber optic,0-1y,0
3398-ZOUAA,0.5176525049471336,0,0,1,Month-to-month,Fiber optic,1-2y,1
5572-ZDXHY,0.5173775075407216,0,0,1,Month-to-month,Fiber optic,1-2y,3
6559-PDZLR,0.5168882624526171,0,0,0,Month-to-month,Fiber optic,2-3y,2
0112-QAWRZ,0.5167271612537158,0,0,0,Month-to-month,Fiber optic,1-2y,1
5605-IYGFG,0.5167003558817468,0,0,0,Month-to-month,Fiber optic,0-1y,0
6267-DCFFZ,0.5163671861681668,0,0,0,Month-to-month,Fiber optic,2-3y,2
3565-UNOCC,0.5162056120009835,0,0,1,Month-to-month,Fiber optic,2-3y,2
2860-RANUS,0.515643037966602,0,0,1,Month-to-month,Fiber optic,1-2y,3
8802-UNOJF,0.5154881152701046,0,0,1,Month-to-month,Fiber optic,0-1y,3
7758-XKCBS,0.5147978471814295,0,0,1,Month-to-month,DSL,1-2y,3
9054-FOWNV,0.5147464943864827,0,0,0,Month-to-month,Fiber optic,1-2y,2
4583-PARNH,0.5140452920937811,0,0,0,Month-to-month,Fiber optic,1-2y,0
4629-NRXKX,0.5140135846107794,0,0,1,Month-to-month,Fiber optic,0-1y,1
2692-BUCFV,0.513812195054376,0,0,0,Month-to-month,Fiber optic,2-3y,2
7901-TBKJX,0.51378807806407,0,0,0,Month-to-month,Fiber optic,4-5y,2
3797-FKOGQ,0.5137527683493657,0,0,0,Month-to-month,Fiber optic,0-1y,0
0623-GDISB,0.5134222029208966,0,0,0,Month-to-month,DSL,0-1y,3
9773-PEQBZ,0.5129773250847914,0,0,0,Month-to-month,Fiber optic,0-1y,3
8824-RWFXJ,0.5129092908667847,0,0,1,Month-to-month,DSL,0-1y,1
5760-IFJOZ,0.5127758366514608,0,0,0,Month-to-month,Fiber optic,0-1y,0
2359-KMGLI,0.5127674000133633,0,0,1,Month-to-month,Fiber optic,1-2y,3
5405-ZMYXQ,0.512673991533436,0,0,0,Month-to-month,Fiber optic,0-1y,0
1307-ATKGB,0.5126351534006274,0,0,0,Month-to-month,Fiber optic,1-2y,3
4030-VPZBD,0.512537339990578,0,0,1,Month-to-month,DSL,0-1y,3
6888-SBYAI,0.5123830662309216,0,0,0,Month-to-month,DSL,0-1y,3
7794-JASDG,0.5123830662309216,0,0,0,Month-to-month,DSL,0-1y,3
8981-FJGLA,0.5122553906773677,0,0,0,Month-to-month,Fiber optic,0-1y,1
1472-TNCWL,0.5121854471795114,0,0,0,Month-to-month,Fiber optic,2-3y,2
5035-BVCXS,0.512139191794101,0,0,0,Month-to-month,Fiber optic,0-1y,3
8020-BWHYL,0.512073699956173,0,0,1,Month-to-month,Fiber optic,1-2y,3
4512-ZUIYL,0.5118359693141156,0,0,1,Month-to-month,Fiber optic,0-1y,0
4879-GZLFH,0.5113047317893199,0,0,0,Month-to-month,Fiber optic,3-4y,2
4137-BTIKL,0.5112781587058888,0,0,0,Month-to-month,Fiber optic,0-1y,0
1891-UAWWU,0.5112778330148605,0,0,1,Month-to-month,Fiber optic,1-2y,0
8104-OSKWT,0.5106418671375872,0,0,0,Month-to-month,Fiber optic,0-1y,0
7825-ECJRF,0.5106323796106786,0,0,1,Month-to-month,Fiber optic,1-2y,0
9389-ACWBI,0.5106240966069687,0,0,0,Month-to-month,Fiber optic,0-1y,0
2114-MGINA,0.5099817459017159,0,0,1,Month-to-month,Fiber optic,1-2y,0
5183-SNMJQ,0.5099142332673463,0,0,0,Month-to-month,Fiber optic,0-1y,0
5364-XYIRR,0.5094615039716806,0,0,1,Month-to-month,Fiber optic,4-5y,2
6900-PXRMS,0.5092723606902264,0,0,1,Month-to-month,Fiber optic,2-3y,2
3018-TFTSU,0.5089356128636661,0,0,1,Month-to-month,Fiber optic,0-1y,0
6583-QGCSI,0.5088547610860319,0,0,1,Month-to-month,Fiber optic,4-5y,2
0818-OCPZO,0.5081107091409586,0,0,1,Month-to-month,Fiber optic,2-3y,3
1942-OQFRW,0.5077709613138852,0,0,0,Month-to-month,DSL,0-1y,3
1478-VPOAD,0.5077709613138852,0,0,0,Month-to-month,DSL,0-1y,3
6923-JHPMP,0.5076089540863337,0,0,0,Month-to-month,Fiber optic,0-1y,0
4971-PUYQO,0.5075681606452276,0,0,1,Month-to-month,Fiber optic,2-3y,0
