customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn,AvgChargesPerMonth,MonthlyCharges
5930-GBIWP,1,0,0,0,69,1,1,DSL,1,1,1,1,0,1,Two year,1,Credit card (automatic),5553.25,0,80.48188406,81.5
6022-KOUQO,0,0,1,1,2,0,0,DSL,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),44.75,0,22.375,29.05
6352-TWCAU,0,0,0,0,35,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,3029.1,1,86.54571429,86.45
2361-UPSND,0,0,1,0,46,1,0,DSL,1,1,0,1,0,1,One year,0,Mailed check,3231.05,0,70.24021739,70.6
6035-RIIOM,0,0,0,0,54,1,1,Fiber optic,0,1,0,0,1,1,Two year,1,Bank transfer (automatic),5129.45,0,94.98981481,97.2
2929-QNSRW,0,0,1,0,56,1,1,Fiber optic,0,1,0,0,1,1,One year,1,Electronic check,5508.35,1,98.36339286,98.25
1262-OPMFY,0,0,1,0,9,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),655.9,1,72.87777778,75.75
9504-DSHWM,1,0,0,0,20,1,1,DSL,1,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),1191.2,0,59.56,59.2
5035-BVCXS,1,0,0,0,11,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,866.4,0,78.76363636,75.9
6267-DCFFZ,0,1,1,0,30,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,2627.2,0,87.57333333,90.05
3533-UVMOM,1,0,1,0,68,1,0,DSL,1,1,1,0,0,1,Two year,0,Bank transfer (automatic),4741.45,0,69.72720588,70.95
2439-LYPMQ,1,1,1,0,38,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,4009.2,0,105.5052632,102.6
4248-QPAVC,0,1,1,0,17,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),1463.45,1,86.08529412,85.35
1899-VXWXM,1,0,0,0,48,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),5082.8,1,105.8916667,106.1
1478-VPOAD,0,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,43.8,0,43.8,43.8
9995-HOTOH,1,0,1,1,63,0,0,DSL,1,1,1,0,1,1,Two year,0,Electronic check,3707.6,0,58.85079365,59
2988-PLAHS,0,0,0,0,3,1,0,DSL,0,0,1,0,1,1,One year,1,Electronic check,220.45,0,73.48333333,69.95
1371-OJCEK,0,0,0,0,48,1,1,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),1133.7,0,23.61875,24.35
4999-IEZLT,1,0,0,0,66,0,0,DSL,0,0,0,1,0,0,One year,0,Credit card (automatic),1983.15,0,30.04772727,29.45
8883-ANODQ,0,0,1,1,68,1,1,Fiber optic,0,1,1,0,0,0,Two year,1,Credit card (automatic),5746.75,0,84.51102941,84.4
4690-LLKUA,1,1,0,0,17,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,770.6,1,45.32941176,45.05
2351-RRBUE,0,0,1,1,7,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,134.05,0,19.15,20.65
5980-BDHPY,1,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),6230.1,0,86.52916667,87.1
1498-DQNRX,0,0,1,0,29,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,573.05,0,19.76034483,19.85
9469-WEJBT,1,0,1,0,37,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,3419.3,0,92.41351351,90.35
3331-HQDTW,0,0,0,0,34,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Mailed check,3587.25,1,105.5073529,109.8
9490-DFPMD,0,1,0,0,42,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,3541.35,1,84.31785714,84.65
2581-VKIRT,0,0,1,1,59,1,1,DSL,1,1,0,1,0,0,One year,0,Mailed check,3801.3,0,64.42881356,65.5
5442-XSDCW,1,0,1,1,11,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),868.5,1,78.95454545,79.5
7426-WEIJX,1,1,1,1,60,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,4859.1,0,80.985,80.95
2851-MMUTZ,0,0,0,0,27,1,0,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,1439.35,0,53.30925926,56.15
3049-NDXFL,0,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Mailed check,85.8,1,85.8,85.8
8580-AECUZ,1,1,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.1,1,79.1,79.1
3307-TLCUD,1,0,1,0,17,0,0,DSL,1,0,1,0,0,0,Month-to-month,0,Mailed check,592.75,0,34.86764706,34.4
6625-FLENO,1,0,1,0,58,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,1185.95,0,20.44741379,20.75
2967-MXRAV,1,0,1,1,1,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,18.8,0,18.8,18.8
7963-GQRMY,0,0,1,1,3,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,134.5,1,44.83333333,44.3
8189-HBVRW,0,0,0,0,53,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Electronic check,4921.2,0,92.85283019,90.8
4163-KIUHY,1,0,0,0,35,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,901.25,0,25.75,25.6
1228-FZFRV,1,0,1,1,50,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,0,Credit card (automatic),5341.8,1,106.836,105.95
3500-NSDOA,1,0,1,1,68,1,1,DSL,0,1,0,1,0,1,Two year,0,Credit card (automatic),4859.95,0,71.46985294,70.8
1171-TYKUR,1,0,1,0,47,1,1,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,1139.2,0,24.23829787,25.4
3761-FLYZI,0,1,1,0,65,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),7082.45,0,108.9607692,108.8
2058-DCJBE,1,0,0,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,324.6,1,64.92,69.75
5364-XYIRR,1,0,1,0,51,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,4812.75,1,94.36764706,94.65
4829-AUOAX,0,0,0,0,46,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Bank transfer (automatic),4399.5,1,95.64130435,96.05
1219-NNDDO,0,0,0,0,9,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,663.55,0,73.72777778,76.85
8388-DMKAE,0,0,0,0,8,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,174.65,0,21.83125,20.25
4403-BWPAY,1,0,0,0,14,1,1,No,0,0,0,0,0,0,One year,1,Credit card (automatic),321.7,0,22.97857143,24.8
9659-QEQSY,0,0,0,0,45,1,1,Fiber optic,1,1,1,1,1,1,Month-to-month,1,Electronic check,5125.5,0,113.9,114.729
5405-ZMYXQ,0,0,0,0,8,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),548.9,0,68.6125,74.6
5047-LHVLY,1,1,0,1,1,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Mailed check,50.15,1,50.15,50.15
1442-OKRJE,1,0,1,1,66,1,0,Fiber optic,1,1,1,0,1,1,One year,1,Bank transfer (automatic),7031.3,0,106.5348485,103.15
4737-AQCPU,1,0,1,1,72,1,1,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),5016.65,0,69.67569444,72.1
9158-VCTQB,0,0,1,0,41,1,1,Fiber optic,1,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),4594.95,1,112.0719512,113.6
2808-CHTDM,0,0,1,1,23,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,611.45,0,26.58478261,25.1
6311-UEUME,0,0,0,0,29,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,2384.15,1,82.21206897,78.9
0793-TWELN,0,0,0,0,4,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,319.85,0,79.9625,80.15
3283-WCWXT,1,0,1,1,6,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,153.3,0,25.55,25.4
1060-ENTOF,0,1,1,0,67,1,1,Fiber optic,1,1,1,1,0,1,One year,1,Credit card (automatic),7035.6,0,105.0089552,105.4
0999-QXNSA,1,1,0,1,7,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,344.2,0,49.17142857,45.75
5451-MHQOF,1,0,1,1,56,1,1,No,0,0,0,0,0,0,One year,1,Mailed check,1431.65,0,25.56517857,24.45
4836-WNFNO,0,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),1849.2,0,25.68333333,25
9225-BZLNZ,1,0,1,0,72,1,1,DSL,1,1,1,0,1,1,Two year,1,Electronic check,6083.1,0,84.4875,85.25
0354-VXMJC,1,0,1,1,23,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),426.65,0,18.55,19.6
4422-QVIJA,0,0,0,1,35,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,1655.35,0,47.29571429,50.15
9365-SRSZE,1,1,1,0,27,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,1943.9,0,71.9962963,70.55
6839-ITVZJ,0,0,1,1,26,1,1,DSL,0,1,0,1,0,0,Month-to-month,1,Electronic check,1616.15,1,62.15961538,60.05
8332-OSJDW,1,0,1,1,12,1,1,No,0,0,0,0,0,0,One year,0,Mailed check,314.95,0,26.24583333,26.4
4735-BJKOU,0,0,0,0,40,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,804.85,0,20.12125,20.15
0274-JKUJR,1,0,1,1,7,0,0,DSL,1,1,1,0,1,1,Month-to-month,0,Mailed check,465.7,0,66.52857143,58.85
5740-YHGTW,1,0,1,1,70,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Credit card (automatic),6669.05,0,95.27214286,97.55
8917-SZTTJ,1,0,1,1,60,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),1161.75,0,19.3625,19.65
1696-MZVAU,1,0,1,1,39,0,0,DSL,0,0,0,0,0,0,One year,1,Credit card (automatic),947.75,0,24.30128205,25.25
7359-WWYJV,1,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),8375.05,0,116.3201389,114.45
0375-HVGXO,0,0,0,0,1,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,34.7,1,34.7,34.7
4906-ZHGPK,1,0,1,1,54,1,1,DSL,0,1,0,1,1,0,One year,1,Electronic check,3770,0,69.81481481,70.7
8593-WHYHV,1,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,264.8,1,88.26666667,85.3
3795-GWTRD,0,0,1,1,63,1,0,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),4707.85,0,74.72777778,75.55
1298-PHBTI,1,0,1,1,71,1,1,Fiber optic,0,1,0,1,0,0,Two year,1,Electronic check,6152.4,0,86.65352113,84.8
6223-DHJGV,0,0,0,0,42,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,958.1,0,22.81190476,20.65
6961-MJKBO,1,0,0,0,47,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),943,0,20.06382979,20.45
6097-EQISJ,0,0,1,1,66,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),6615.15,1,100.2295455,102.45
4423-YLHDV,0,0,1,0,21,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),2200.25,1,104.7738095,104.4
8158-WPEZG,1,0,0,0,11,0,0,DSL,0,1,0,1,0,0,Month-to-month,1,Electronic check,425.1,0,38.64545455,35.65
0107-YHINA,1,0,0,1,1,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.75,1,99.75,99.75
4918-FYJNT,0,1,1,0,55,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Electronic check,5044.8,0,91.72363636,90.45
0727-BNRLG,1,0,0,0,69,1,1,Fiber optic,0,1,1,1,1,0,Two year,1,Credit card (automatic),6743.55,0,97.7326087,97.65
4854-CIDCF,0,1,0,0,3,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,196.4,0,65.46666667,73.85
8640-SDGKB,1,0,0,0,4,1,0,DSL,0,0,1,1,1,1,Month-to-month,1,Electronic check,299.7,1,74.925,74.4
3280-MRDOF,1,1,0,0,30,1,1,DSL,0,0,1,1,1,0,Two year,1,Credit card (automatic),2093.9,0,69.79666667,69.1
6435-SRWBJ,0,0,0,0,5,1,1,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Electronic check,417.75,0,83.55,82.75
9964-WBQDJ,0,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),1725.4,0,24.30140845,24.4
6303-KFWSL,0,0,0,0,29,1,1,DSL,0,1,0,0,0,0,One year,1,Electronic check,1620.2,0,55.86896552,55.25
1702-CCFNJ,1,0,1,0,52,1,1,DSL,0,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),3169.55,0,60.95288462,61.35
8932-CZHRQ,1,0,0,0,68,1,1,DSL,1,1,1,0,0,1,One year,0,Credit card (automatic),5233.25,0,76.95955882,76.75
0386-CWRGM,0,0,1,1,46,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,967.85,0,21.04021739,19.4
5515-RUGKN,1,0,0,0,8,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),438.05,0,54.75625,54.75
0404-AHASP,1,0,1,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),1421.9,0,19.74861111,19.7
7279-NMVJC,0,0,0,0,17,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),323.15,0,19.00882353,19.9
2081-VEYEH,1,0,0,0,3,1,0,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,318.6,0,106.2,107.95
6407-UTSLV,0,1,0,0,2,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),163.7,0,81.85,83.8
4116-TZAQJ,0,0,0,0,9,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),639.65,1,71.07222222,74.25
9060-HJJRW,0,0,0,0,51,0,0,DSL,0,1,1,0,1,1,One year,1,Credit card (automatic),2928.5,0,57.42156863,56.4
2587-YNLES,0,0,1,1,6,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,100.35,0,16.725,20.1
7398-SKNQZ,0,0,1,0,3,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,273.2,0,91.06666667,94.9
5935-FCCNB,0,1,0,0,17,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,1608.15,0,94.59705882,94.2
1958-RNRKS,1,0,1,0,30,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,1441.95,0,48.065,49.9
5136-RGMZO,1,0,0,0,31,1,1,DSL,0,1,0,1,1,0,Month-to-month,1,Electronic check,2168.15,0,69.94032258,71.05
8345-MVDYC,0,0,0,0,45,1,0,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),3618.7,0,80.41555556,81.65
8226-BXGES,1,0,1,0,64,1,1,Fiber optic,1,1,1,0,0,0,One year,0,Bank transfer (automatic),5692.65,0,88.94765625,89.45
3877-JRJIP,1,0,0,0,1,1,1,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,59.85,1,59.85,59.85
8375-DKEBR,0,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.6,1,69.6,69.6
9705-IOVQQ,1,1,1,1,61,1,1,Fiber optic,0,1,0,0,1,1,One year,0,Electronic check,5969.3,0,97.85737705,99
1015-OWJKI,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.05,0,19.05,19.05
7511-YMXVQ,1,0,0,0,9,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,418.8,1,46.53333333,45.4
2040-XBAVJ,1,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),8100.55,0,112.5076389,114.45
7551-JOHTI,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.5,1,19.5,19.5
8887-IPQNC,0,0,1,0,7,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,313.45,0,44.77857143,44.25
8646-JCOMS,0,0,1,0,66,1,1,Fiber optic,0,1,1,1,0,0,One year,1,Bank transfer (automatic),6130.95,0,92.89318182,90.55
9804-ICWBG,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.9,1,69.9,69.9
1222-KJNZD,1,0,1,1,40,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),745.3,0,18.6325,20.4
0106-GHRQR,1,0,0,0,16,1,1,DSL,0,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),1212.1,0,75.75625,71.4
5318-IXUZF,0,0,0,0,2,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),183.75,1,91.875,87.15
3768-VHXQO,1,0,1,0,67,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),1583.5,0,23.63432836,24.85
8952-WCVCD,0,0,1,0,41,1,0,Fiber optic,1,1,1,0,1,1,One year,1,Bank transfer (automatic),4162.05,0,101.5134146,104.45
2418-TPEUN,0,0,1,1,56,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),1119.9,0,19.99821429,19.8
3963-RYFNS,0,0,0,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),8013.55,0,111.2993056,114.729
3198-VELRD,0,0,1,1,3,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),264.85,1,88.28333333,84.75
8540-ZQGEA,0,0,1,0,54,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),1102.4,0,20.41481481,20.05
1320-REHCS,1,1,0,0,52,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,5832,0,112.1538462,110.75
4137-JOPHL,0,0,0,0,50,1,0,Fiber optic,0,0,1,1,0,1,Two year,1,Bank transfer (automatic),4304.5,0,86.09,89.7
9436-ZBZCT,1,0,0,0,14,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,1178.4,1,84.17142857,89.95
7801-CEDNV,1,0,1,0,27,1,0,DSL,1,0,0,0,0,0,One year,0,Credit card (automatic),1421.75,0,52.65740741,48.7
2057-BOYKM,0,1,1,0,72,1,1,Fiber optic,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),6827.5,0,94.82638889,96.6
3658-QQJYD,1,0,0,0,62,1,0,DSL,1,1,0,0,1,1,One year,1,Credit card (automatic),4698.05,0,75.775,74.3
1803-BGNBD,0,0,0,0,12,1,0,DSL,0,1,0,1,0,0,Month-to-month,1,Electronic check,654.5,0,54.54166667,54.3
0134-XWXCE,0,1,0,0,44,1,0,DSL,0,0,1,1,1,1,One year,0,Bank transfer (automatic),3268.05,0,74.27386364,74.85
6950-TWMYB,1,0,1,1,54,1,0,Fiber optic,0,1,0,1,0,0,Two year,1,Bank transfer (automatic),4362.05,0,80.7787037,79.95
5848-FHRFC,0,0,0,0,68,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),1386.9,0,20.39558824,20.05
2243-FNMMI,1,0,0,0,20,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,415.4,0,20.77,19.4
2511-MORQY,1,0,1,1,50,1,1,DSL,0,0,1,0,0,0,One year,0,Bank transfer (automatic),2614.1,0,52.282,54.9
5356-KZCKT,1,0,0,0,58,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),1513.6,0,26.09655172,24.45
9470-XCCEM,1,0,1,1,35,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),3161.6,0,90.33142857,89.65
6519-CFDBX,0,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,80.95,0,40.475,45.4
3902-MIVLE,1,0,1,1,63,1,1,DSL,1,0,1,1,0,1,Two year,0,Mailed check,4676.7,0,74.23333333,75.7
0409-WTMPL,0,0,1,0,58,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Credit card (automatic),6526.65,0,112.5284483,110.65
8763-KIAFH,0,0,1,1,27,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,583.3,0,21.6037037,20.55
3669-WHAFY,0,0,1,0,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),8078.1,0,113.7760563,114.729
3055-VTCGS,0,0,0,0,63,1,0,DSL,0,0,1,0,0,1,One year,0,Credit card (automatic),3503.5,0,55.61111111,58.55
3144-KMTWZ,1,0,1,0,71,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),6669.45,0,93.93591549,93.25
7279-BUYWN,0,1,0,0,41,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Electronic check,4689.5,1,114.3780488,113.2
7156-MHUGY,1,1,0,0,13,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,1201.15,1,92.39615385,90.5
7198-GLXTC,1,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,143.65,1,71.825,79
2007-QVGAW,0,0,1,1,68,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),1292.65,0,19.00955882,19.35
5207-PLSTK,1,0,1,1,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,48.75,0,48.75,48.75
2307-FYNNL,1,1,0,0,65,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Electronic check,7108.2,0,109.3569231,109.05
5605-XNWEN,1,1,1,0,72,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),1802.55,0,25.03541667,25
2155-AMQRX,0,0,0,0,28,1,1,DSL,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),1505.15,0,53.75535714,54.9
6181-AXXYF,1,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),1859.1,0,25.82083333,24.75
5091-HFAZW,0,0,0,0,2,1,0,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Electronic check,168.5,0,84.25,91.15
0516-VRYBW,0,0,0,1,18,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),390.85,1,21.71388889,20.15
2519-LBNQL,1,1,1,0,60,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,6339.45,0,105.6575,104.35
8623-ULFNQ,0,1,0,0,26,1,1,DSL,0,0,0,1,0,1,Month-to-month,1,Electronic check,1652.4,0,63.55384615,66.05
8380-PEFPE,1,0,0,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.65,1,71.65,71.65
5687-DKDTV,0,0,0,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,77.5,1,19.375,20.35
1568-LJSZU,1,0,1,1,68,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),6392.85,0,94.0125,92.2
7530-HDYDS,0,0,0,0,38,1,0,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Credit card (automatic),3264.5,1,85.90789474,84.25
7789-HKSBS,0,1,1,0,42,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Bank transfer (automatic),4599.15,0,109.5035714,105.2
7416-CKTEP,0,0,1,0,57,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),1134.25,0,19.89912281,19.6
2586-CWXVV,1,0,1,0,54,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,1621.35,0,30.025,30.4
3096-IZETN,0,0,0,0,12,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),947.3,1,78.94166667,78.1
2348-KCJLT,0,0,1,0,44,1,0,DSL,1,1,1,0,0,0,One year,1,Mailed check,2722.2,0,61.86818182,61.5
8401-EMUWF,1,0,1,1,42,1,1,DSL,1,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),3058.3,0,72.81666667,69.4
4193-IBKSW,1,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),1769.6,0,24.57777778,24.75
5377-NDTOU,0,0,1,1,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,6293.75,0,88.6443662,91.05
5922-ABDVO,0,0,1,0,19,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Mailed check,1761.05,1,92.68684211,89.65
2474-LCNUE,0,0,1,0,23,1,1,DSL,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),1642.75,0,71.42391304,73.65
0839-QNXME,0,0,0,0,30,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),578.5,0,19.28333333,19.4
3506-OVLKD,1,0,0,0,35,1,1,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),954.9,0,27.28285714,26.2
9172-ANCRX,0,0,0,0,10,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,973.25,1,97.325,98.7
6650-VJONK,1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),43.85,0,43.85,43.85
2178-PMGCJ,1,0,0,0,22,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,1490.4,0,67.74545455,69.7
7492-TAFJD,1,0,1,1,7,0,0,DSL,1,1,1,0,0,0,Two year,0,Mailed check,280,0,40,38.55
2773-MADBQ,0,0,0,0,36,0,0,DSL,1,1,1,1,0,1,Two year,1,Mailed check,1901.25,0,52.8125,53.1
6016-LVTJQ,0,0,1,1,34,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,716.4,0,21.07058824,20.65
7860-KSUGX,1,0,1,1,72,1,1,DSL,1,1,1,0,0,0,Two year,0,Credit card (automatic),4720,0,65.55555556,64.45
8966-KZXXA,1,0,1,1,36,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),930.95,0,25.85972222,25.1
6910-HADCM,0,0,0,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,76.35,1,76.35,76.35
4816-LXZYW,0,0,0,0,23,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,1676.95,1,72.91086957,79.15
9606-PBKBQ,1,1,1,0,32,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,2642.05,1,82.5640625,85
5149-QYTTU,0,0,1,1,71,1,1,Fiber optic,1,1,1,1,0,0,One year,1,Credit card (automatic),6770.85,0,95.36408451,95.15
2070-XYMFH,0,1,0,0,23,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,1835.3,0,79.79565217,79.35
2085-BOJKI,1,0,1,0,17,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),1588.25,0,93.42647059,96.65
